Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,915.14",-18.15,-0.94,"1,413,172,802.50"
Sensitive Index,361.01,-2.90,-0.80,"656,232,572.80"
Float Index,134.18,-1.19,-0.88,"1,345,051,920.28"
Sensitive Float Index,120.34,-0.81,-0.67,"661,286,095.00"
Banking SubIndex,"1,238.19",-8.30,-0.67,"514,076,531.50"
Development Bank Index,"3,529.96",-11.94,-0.34,"53,853,819.90"
Finance Index,"1,637.42",-21.41,-1.29,"37,145,424.40"
Hotels And Tourism,"3,069.23",-42.49,-1.37,"14,883,294.80"
HydroPower Index,"2,549.98",-36.59,-1.41,"364,289,474.80"
Investment,64.46,-0.81,-1.24,"45,070,873.90"
Life Insurance,"9,463.46",-91.88,-0.96,"49,782,073.40"
Manufacturing And Processing,"4,350.20",-9.37,-0.22,"85,487,818.30"
Microfinance Index,"3,478.57",-59.16,-1.67,"125,727,176.50"
Mutual Fund,13.64,-0.15,-1.05,"4,030,159.67"
Non Life Insurance,"8,721.71",-37.68,-0.43,"30,669,853.38"
Others Index,"1,424.37",-15.13,-1.05,"21,135,506.40"
Trading Index,"2,130.75",-67.09,-3.05,"2,930,073.00"
