Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,847.81",-3.42,-0.18,"1,197,257,894.69"
Sensitive Index,353.21,-1.22,-0.34,"276,750,521.00"
Float Index,127.46,-0.24,-0.19,"1,188,964,492.70"
Sensitive Float Index,114.27,-0.59,-0.51,"275,366,564.50"
Banking SubIndex,"1,137.25",-7.16,-0.62,"123,101,384.50"
Development Bank Index,"3,612.95",1.01,0.02,"40,264,312.00"
Finance Index,"1,632.25",8.96,0.55,"38,091,999.90"
Hotels And Tourism,"5,092.02",-9.34,-0.18,"38,212,555.50"
HydroPower Index,"1,955.38",-2.36,-0.12,"260,531,199.90"
Investment,66.21,-0.32,-0.48,"56,325,230.80"
Life Insurance,"10,281.51",98.85,0.97,"232,250,069.20"
Manufacturing And Processing,"4,837.64",-17.00,-0.35,"212,119,878.20"
Microfinance Index,"3,265.83",-1.28,-0.03,"57,753,510.10"
Mutual Fund,17.55,0.02,0.15,"4,185,441.39"
Non Life Insurance,"9,843.17",34.32,0.34,"87,000,970.60"
Others Index,"1,395.56",-8.82,-0.62,"29,589,299.10"
Trading Index,"2,715.03",-12.28,-0.45,"13,724,082.90"
