Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,600.20",-0.33,-0.01,"5,942,852,256.20"
Sensitive Index,445.11,-0.05,-0.01,"2,678,013,011.40"
Float Index,177.53,0.06,0.03,"5,784,568,261.30"
Sensitive Float Index,151.40,0.00,0.00,"2,678,013,011.40"
Banking SubIndex,"1,334.29",-1.29,-0.09,"261,378,372.80"
Development Bank Index,"5,243.93",1.33,0.02,"172,112,470.50"
Finance Index,"2,327.15",-11.41,-0.48,"81,404,174.60"
Hotels And Tourism,"6,816.53",96.19,1.43,"241,920,933.70"
HydroPower Index,"3,548.39",23.71,0.67,"3,663,842,026.00"
Investment,109.00,-0.43,-0.40,"613,907,525.10"
Life Insurance,"12,504.51",8.01,0.06,"164,806,100.30"
Manufacturing And Processing,"7,018.15",-14.43,-0.20,"172,539,945.20"
Microfinance Index,"4,617.49",-9.93,-0.21,"143,621,879.00"
Mutual Fund,19.12,0.01,0.09,"14,654,353.21"
Non Life Insurance,"11,930.71",12.45,0.10,"108,119,290.50"
Others Index,"2,258.76",-4.81,-0.21,"149,138,219.60"
Trading Index,"4,140.44",-45.11,-1.07,"11,777,324.00"
