Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,782.10",4.99,0.17,"6,030,064,840.95"
Sensitive Index,475.51,1.21,0.25,"2,014,916,965.20"
Float Index,188.96,0.43,0.22,"5,904,009,841.30"
Sensitive Float Index,160.32,0.43,0.26,"2,014,916,965.20"
Banking SubIndex,"1,469.80",3.98,0.27,"493,250,951.60"
Development Bank Index,"5,915.63",8.19,0.13,"242,882,642.20"
Finance Index,"2,385.35",-9.16,-0.38,"63,458,369.00"
Hotels And Tourism,"7,927.36",-19.47,-0.24,"162,722,095.90"
HydroPower Index,"3,949.19",2.40,0.06,"3,846,676,600.40"
Investment,103.55,0.58,0.57,"169,064,896.40"
Life Insurance,"12,616.09",86.13,0.68,"121,160,026.60"
Manufacturing And Processing,"11,328.89",-49.75,-0.43,"431,712,546.70"
Microfinance Index,"4,824.54",14.65,0.30,"131,858,056.70"
Mutual Fund,21.99,0.08,0.39,"20,037,670.16"
Non Life Insurance,"10,992.63",59.23,0.54,"73,157,079.10"
Others Index,"2,018.99",-6.07,-0.30,"149,987,154.00"
Trading Index,"3,802.97",27.60,0.73,"18,079,422.70"
