Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,550.43",-3.19,-0.21,"1,953,636,694.00"
Sensitive Index,307.17,-0.64,-0.21,"1,925,440,000.00"
Float Index,107.69,-0.17,-0.18,"1,936,740,000.00"
Sensitive Float Index,100.99,-0.21,-0.20,"1,280,530,000.00"
Banking SubIndex,"1,239.61",-4.17,-0.34,"410,906,000.00"
Development Bank Index,"1,881.41",34.54,1.87,"274,048,000.00"
Finance Index,778.52,3.01,0.39,"131,993,000.00"
Hotels And Tourism,"1,741.08",-15.00,-0.85,"6,768,730.00"
HydroPower Index,"1,317.13",8.70,0.67,"668,251,000.00"
Life Insurance,"9,481.80",-35.70,-0.38,"149,664,000.00"
Manufacturing And Processing,"2,989.42",-7.22,-0.24,"23,955,100.00"
Microfinance Index,"2,536.04",-6.87,-0.27,"106,061,000.00"
Mutual Fund,10.82,0.13,1.19,"4,435,920.00"
Non Life Insurance,"7,711.63",-51.55,-0.66,"324,988,000.00"
Others Index,"1,008.64",-2.76,-0.27,"165,482,000.00"
Trading Index,"1,037.79",-11.09,-1.06,"2,323,720.00"
