Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,362.34",14.90,1.11,"1,160,491,522.00"
Sensitive Index,288.24,4.06,1.43,"1,131,960,000.00"
Float Index,95.46,1.20,1.27,"1,113,890,000.00"
Sensitive Float Index,94.72,1.54,1.65,"973,148,000.00"
Banking SubIndex,"1,153.00",24.38,2.16,"478,374,000.00"
Development Bank Index,"1,711.43",6.92,0.41,"231,508,000.00"
Finance Index,654.70,3.73,0.57,"124,055,000.00"
Hotels And Tourism,"1,467.74",-45.42,-3.00,"4,899,120.00"
HydroPower Index,966.17,4.87,0.51,"30,772,800.00"
Life Insurance,"8,087.33",-43.41,-0.53,"99,836,300.00"
Manufacturing And Processing,"2,701.69",-25.83,-0.95,"57,335,100.00"
Microfinance Index,"2,438.99",-9.79,-0.40,"198,505,000.00"
Mutual Fund,10.45,0.21,2.05,"3,014,110.00"
Non Life Insurance,"6,245.18",8.91,0.14,"171,805,000.00"
Others Index,768.53,10.74,1.42,"119,995,000.00"
Trading Index,876.05,12.91,1.50,"1,780,950.00"
