SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
97,2025-03-18,"2,397.91","2,425.89","2,383.82",(2.68),(0.11 %),"2,554.47","1,580.38","543,650,800.30","513,651","3,949"
98,2025-03-17,"2,395.23","2,438.61","2,391.90",(-13.52),(-0.56 %),"2,554.47","1,580.38","801,606,863.20","743,308","4,554"
99,2025-03-16,"2,408.75","2,464.65","2,380.49",(-37.39),(-1.52 %),"2,554.47","1,580.38","1,011,020,880.20","973,896","6,301"
100,2025-03-12,"2,446.15","2,453.98","2,396.24",(37.91),(1.57 %),"2,554.47","1,580.38","1,010,299,218.80","918,371","6,208"
101,2025-03-11,"2,408.23","2,477.48","2,402.12",(-41.34),(-1.68 %),"2,554.47","1,580.38","1,190,104,495.90","1,071,111","7,289"
102,2025-03-10,"2,449.57","2,492.71","2,439.05",(2.07),(0.08 %),"2,554.47","1,580.38","1,552,524,050.90","1,367,931","8,176"
103,2025-03-09,"2,447.50","2,514.30","2,442.96",(-67.68),(-2.69 %),"2,554.47","1,580.38","1,852,466,167.90","1,686,867","11,314"
104,2025-03-06,"2,515.19","2,563.10","2,508.28",(-18.07),(-0.71 %),"2,554.47","1,580.38","2,297,537,155.40","1,939,444","10,719"
105,2025-03-05,"2,533.26","2,575.72","2,530.18",(-19.61),(-0.76 %),"2,554.47","1,580.38","1,969,881,733.00","1,647,556","9,624"
106,2025-03-04,"2,552.88","2,624.37","2,548.98",(-1.59),(-0.06 %),"2,554.47","1,580.38","1,998,386,994.24","1,819,511","14,043"
107,2025-03-03,"2,554.47","2,580.70","2,513.43",(42.22),(1.68 %),"2,554.47","1,580.38","2,484,388,157.30","2,321,716","17,165"
108,2025-03-02,"2,512.24","2,521.50","2,450.41",(37.37),(1.51 %),"2,512.24","1,580.38","2,011,840,496.60","1,787,582","12,367"
109,2025-02-27,"2,474.87","2,501.84","2,457.97",(24.81),(1.01 %),"2,474.87","1,580.38","1,849,528,994.30","1,665,051","10,836"
110,2025-02-25,"2,450.05","2,463.38","2,386.34",(69.11),(2.90 %),"2,450.05","1,580.38","1,964,795,305.70","1,785,351","14,843"
111,2025-02-24,"2,380.94","2,405.61","2,328.22",(58.14),(2.50 %),"2,405.99","1,580.38","1,882,449,654.20","1,794,156","13,253"
112,2025-02-23,"2,322.79","2,337.24","2,189.05",(83.34),(3.72 %),"2,405.99","1,580.38","1,782,439,514.44","1,808,829","12,644"
113,2025-02-20,"2,239.45","2,245.82","2,193.72",(12.82),(0.57 %),"2,405.99","1,580.38","1,165,767,461.30","1,190,593","7,214"
114,2025-02-18,"2,226.62","2,230.87","2,146.16",(79.22),(3.68 %),"2,405.99","1,580.38","1,575,472,679.00","1,656,916","12,231"
115,2025-02-17,"2,147.39","2,150.74","2,081.81",(51.13),(2.43 %),"2,405.99","1,580.38","670,850,544.50","754,552","5,802"
116,2025-02-16,"2,096.26","2,104.66","2,083.34",(8.03),(0.38 %),"2,405.99","1,580.38","277,972,158.20","344,948","3,245"
117,2025-02-13,"2,088.22","2,100.31","2,081.91",(-1.91),(-0.09 %),"2,405.99","1,580.38","385,111,732.80","500,528","3,418"
118,2025-02-12,"2,090.14","2,110.10","2,080.74",(-9.90),(-0.47 %),"2,405.99","1,580.38","344,878,600.00","444,821","3,628"
119,2025-02-11,"2,100.04","2,119.94","2,091.68",(-0.40),(-0.01 %),"2,405.99","1,580.38","364,244,611.20","450,988","3,672"
120,2025-02-10,"2,100.44","2,113.21","2,085.83",(4.91),(0.23 %),"2,405.99","1,580.38","563,991,136.10","742,554","5,355"
121,2025-02-09,"2,095.52","2,129.72","2,092.56",(-27.75),(-1.30 %),"2,405.99","1,580.38","385,098,601.80","491,838","3,339"
122,2025-02-06,"2,123.28","2,141.95","2,108.01",(-19.20),(-0.89 %),"2,405.99","1,580.38","474,580,021.10","578,143","3,699"
123,2025-02-05,"2,142.48","2,150.32","2,126.81",(6.05),(0.28 %),"2,405.99","1,580.38","578,491,942.50","649,674","4,248"
124,2025-02-04,"2,136.43","2,168.89","2,113.69",(9.27),(0.43 %),"2,405.99","1,580.38","684,586,830.40","761,754","5,521"
125,2025-02-03,"2,127.15","2,172.10","2,117.34",(-13.01),(-0.60 %),"2,405.99","1,580.38","585,901,715.70","690,654","4,697"
126,2025-02-02,"2,140.16","2,140.29","2,086.14",(55.04),(2.63 %),"2,405.99","1,580.38","725,247,700.40","859,022","6,457"
127,2025-01-28,"2,085.12","2,086.37","2,052.47",(35.76),(1.74 %),"2,405.99","1,580.38","612,702,291.60","789,265","5,495"
128,2025-01-27,"2,049.35","2,096.78","2,037.53",(-34.77),(-1.66 %),"2,405.99","1,580.38","562,580,526.60","689,496","5,126"
129,2025-01-26,"2,084.13","2,112.33","2,070.70",(0.83),(0.03 %),"2,405.99","1,580.38","692,512,363.80","818,029","5,387"
130,2025-01-23,"2,083.29","2,106.56","2,057.46",(-7.44),(-0.35 %),"2,405.99","1,580.38","484,280,737.10","643,937","5,518"
131,2025-01-22,"2,090.74","2,099.29","2,008.03",(85.16),(4.24 %),"2,405.99","1,580.38","862,958,771.70","1,015,952","7,813"
132,2025-01-21,"2,005.58","2,008.82","1,949.51",(54.57),(2.79 %),"2,405.99","1,580.38","447,178,779.20","564,707","5,332"
133,2025-01-20,"1,951.01","1,969.16","1,909.20",(40.86),(2.13 %),"2,405.99","1,580.38","382,610,212.00","523,545","4,641"
134,2025-01-19,"1,910.14","1,919.27","1,895.26",(5.86),(0.30 %),"2,405.99","1,580.38","210,453,968.90","340,396","3,218"
