Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,420.97",95.52,4.11,"2,531,275,592.84"
Sensitive Index,460.88,17.74,4.00,"2,025,770,000.00"
Float Index,165.23,6.58,4.15,"2,195,890,000.00"
Sensitive Float Index,147.53,5.93,4.19,"1,421,440,000.00"
Banking SubIndex,"1,611.07",42.12,2.68,"319,019,384.80"
Development Bank Index,"4,258.35",262.37,6.57,"194,917,295.30"
Finance Index,"1,814.71",143.67,8.60,"126,108,776.40"
Hotels And Tourism,"3,087.14",84.93,2.83,"18,942,832.50"
HydroPower Index,"2,772.61",189.17,7.32,"573,960,047.20"
Investment,80.46,4.33,5.69,"144,926,694.30"
Life Insurance,"13,035.94",423.37,3.36,"203,284,738.40"
Manufacturing And Processing,"5,628.20",156.46,2.86,"205,264,890.20"
Microfinance Index,"4,905.48",179.42,3.80,"225,377,537.80"
Mutual Fund,15.31,0.31,2.06,"6,254,390.85"
Non Life Insurance,"10,961.93",434.37,4.13,"111,757,440.30"
Others Index,"1,874.99",88.76,4.97,"57,536,481.40"
Trading Index,"2,199.73",22.79,1.05,"14,789,562.20"
