Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,596.12",-11.29,-0.43,"5,416,939,357.22"
Sensitive Index,451.52,-2.08,-0.45,"2,746,217,095.10"
Float Index,178.05,-0.81,-0.45,"5,327,945,982.40"
Sensitive Float Index,153.37,-0.76,-0.49,"2,746,217,095.10"
Banking SubIndex,"1,363.76",-5.92,-0.43,"397,937,243.10"
Development Bank Index,"5,442.87",-29.76,-0.54,"221,779,997.80"
Finance Index,"2,381.37",-1.41,-0.05,"320,412,976.70"
Hotels And Tourism,"6,253.86",-15.97,-0.25,"87,961,397.50"
HydroPower Index,"3,323.97",-22.92,-0.68,"2,147,219,791.00"
Investment,105.06,-0.12,-0.11,"417,622,560.70"
Life Insurance,"12,977.33",-75.26,-0.57,"263,539,642.90"
Manufacturing And Processing,"7,330.47",8.91,0.12,"650,675,479.30"
Microfinance Index,"4,905.58",-6.58,-0.13,"455,840,779.70"
Mutual Fund,20.26,0.03,0.19,"5,421,028.73"
Non Life Insurance,"10,816.33",-108.95,-0.99,"129,320,608.90"
Others Index,"2,359.07",-14.73,-0.62,"226,906,121.80"
Trading Index,"3,833.88",-8.23,-0.21,"8,729,383.00"
