Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,524.00",48.74,1.97,"10,441,951,304.00"
Sensitive Index,459.32,5.30,1.17,"11,262,000,000.00"
Float Index,171.14,3.06,1.82,"10,391,200,000.00"
Sensitive Float Index,146.36,1.68,1.16,"8,635,200,000.00"
Banking SubIndex,"1,716.74",-3.71,-0.22,"1,807,960,000.00"
Development Bank Index,"2,489.21",-0.17,-0.01,"2,458,720,000.00"
Finance Index,"1,128.29",16.09,1.45,"636,192,000.00"
Hotels And Tourism,"2,088.48",27.52,1.34,"37,355,600.00"
HydroPower Index,"2,018.13",59.21,3.02,"1,341,810,000.00"
Life Insurance,"18,649.98",572.11,3.16,"1,212,180,000.00"
Manufacturing And Processing,"6,167.32",41.71,0.68,"680,162,000.00"
Microfinance Index,"4,640.62",334.25,7.76,"2,537,610,000.00"
Mutual Fund,12.03,-0.04,-0.31,"14,932,200.00"
Non Life Insurance,"13,514.85",490.30,3.76,"2,686,190,000.00"
Others Index,"2,082.52",53.92,2.66,"724,309,000.00"
Trading Index,"3,131.51",82.82,2.72,"26,299,700.00"
