Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,965.36",43.20,2.25,"1,548,032,561.21"
Sensitive Index,387.52,8.09,2.13,"1,255,690,000.00"
Float Index,137.29,2.79,2.07,"1,498,380,000.00"
Sensitive Float Index,126.92,3.16,2.55,"894,774,000.00"
Banking SubIndex,"1,368.27",11.39,0.84,"257,694,457.00"
Development Bank Index,"3,536.65",91.05,2.64,"112,069,877.80"
Finance Index,"1,650.54",64.69,4.08,"102,603,824.50"
Hotels And Tourism,"2,730.57",61.18,2.29,"13,354,402.60"
HydroPower Index,"2,057.25",66.68,3.35,"324,750,520.90"
Investment,59.10,1.14,1.97,"44,647,486.20"
Life Insurance,"9,035.07",95.09,1.06,"46,226,570.40"
Manufacturing And Processing,"5,206.08",191.24,3.81,"104,657,670.80"
Microfinance Index,"4,482.94",196.20,4.58,"388,234,426.80"
Mutual Fund,13.56,-0.01,-0.07,"3,234,536.01"
Non Life Insurance,"7,834.93",133.26,1.73,"39,632,673.60"
Others Index,"1,457.06",56.76,4.05,"57,173,327.00"
Trading Index,"1,876.28",52.84,2.90,"7,329,961.50"
