Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,858.76",11.22,0.60,"996,586,291.90"
Sensitive Index,358.19,2.46,0.69,"272,306,009.40"
Float Index,128.48,0.62,0.48,"892,564,520.00"
Sensitive Float Index,116.93,0.71,0.61,"271,737,200.20"
Banking SubIndex,"1,172.47",2.40,0.20,"189,838,639.30"
Development Bank Index,"3,576.50",15.54,0.43,"42,839,923.90"
Finance Index,"1,620.60",19.79,1.23,"29,399,730.20"
Hotels And Tourism,"5,088.43",40.62,0.80,"56,104,036.70"
HydroPower Index,"1,940.06",7.15,0.37,"149,414,738.80"
Investment,65.71,0.97,1.51,"57,621,763.40"
Life Insurance,"9,751.64",113.16,1.17,"104,769,021.90"
Manufacturing And Processing,"4,936.14",47.07,0.96,"107,390,143.40"
Microfinance Index,"3,424.40",21.05,0.61,"45,715,610.30"
Mutual Fund,17.32,0.01,0.06,"6,165,100.30"
Non Life Insurance,"9,591.66",-17.36,-0.18,"82,115,424.20"
Others Index,"1,406.51",18.32,1.32,"21,266,634.90"
Trading Index,"2,631.21",20.00,0.76,"6,088,853.00"
