Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,858.53",-18.06,-0.96,"1,323,519,357.20"
Sensitive Index,356.08,-2.80,-0.78,"295,699,093.00"
Float Index,128.20,-1.30,-1.01,"1,170,080,744.80"
Sensitive Float Index,115.47,-1.15,-0.99,"294,667,864.00"
Banking SubIndex,"1,150.04",-10.65,-0.91,"142,669,149.90"
Development Bank Index,"3,628.71",-21.79,-0.59,"50,288,165.50"
Finance Index,"1,632.29",-26.53,-1.59,"49,199,956.10"
Hotels And Tourism,"5,129.22",-81.48,-1.56,"71,884,234.80"
HydroPower Index,"1,966.70",-34.63,-1.73,"300,804,399.30"
Investment,66.78,-0.57,-0.85,"51,711,193.90"
Life Insurance,"10,208.44",-100.57,-0.97,"166,077,960.50"
Manufacturing And Processing,"4,865.83",-38.03,-0.77,"162,274,396.20"
Microfinance Index,"3,264.92",-21.40,-0.65,"73,248,549.80"
Mutual Fund,17.74,0.02,0.11,"4,292,184.91"
Non Life Insurance,"9,850.89",-65.08,-0.65,"70,533,389.70"
Others Index,"1,411.96",-7.76,-0.54,"23,559,976.20"
Trading Index,"2,740.28",-9.58,-0.34,"7,829,372.90"
