Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,536.03",-4.47,-0.29,"1,800,197,903.00"
Sensitive Index,304.65,-1.59,-0.52,"1,806,370,000.00"
Float Index,106.14,-0.28,-0.26,"1,779,060,000.00"
Sensitive Float Index,100.05,-0.45,-0.45,"1,461,610,000.00"
Banking SubIndex,"1,225.89",-3.00,-0.24,"474,111,000.00"
Development Bank Index,"1,769.83",-14.55,-0.82,"214,136,000.00"
Finance Index,683.04,-2.50,-0.36,"96,835,500.00"
Hotels And Tourism,"1,580.22",9.24,0.59,"8,509,480.00"
HydroPower Index,"1,147.57",-8.16,-0.71,"199,888,000.00"
Life Insurance,"9,757.93",17.33,0.18,"223,887,000.00"
Manufacturing And Processing,"3,050.04",-12.46,-0.41,"74,950,600.00"
Microfinance Index,"2,588.38",-3.99,-0.15,"182,606,000.00"
Mutual Fund,10.81,0.04,0.38,"10,093,800.00"
Non Life Insurance,"8,105.51",-3.23,-0.04,"601,373,000.00"
Others Index,"1,010.52",-7.39,-0.73,"178,395,000.00"
Trading Index,989.34,-13.75,-1.37,"3,659,720.00"
