Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,160.31",0.23,0.01,"18,204,939,237.00"
Sensitive Index,593.28,0.35,0.06,"19,093,000,000.00"
Float Index,221.06,-0.02,-0.01,"18,085,700,000.00"
Sensitive Float Index,199.27,0.58,0.29,"12,737,700,000.00"
Banking SubIndex,"2,083.83",-23.18,-1.10,"2,710,460,000.00"
Development Bank Index,"5,957.87",292.73,5.17,"4,149,820,000.00"
Finance Index,"3,046.12",141.77,4.88,"1,799,880,000.00"
Hotels And Tourism,"3,624.19",-38.06,-1.04,"79,026,100.00"
HydroPower Index,"3,812.72",116.93,3.16,"6,591,390,000.00"
Investment,121.52,0.07,0.06,"1,017,460,000.00"
Life Insurance,"17,596.39",-251.78,-1.41,"671,773,000.00"
Manufacturing And Processing,"7,218.73",89.71,1.26,"527,215,000.00"
Microfinance Index,"5,938.91",5.49,0.09,"1,624,990,000.00"
Mutual Fund,17.15,-0.15,-0.85,"80,865,200.00"
Non Life Insurance,"14,240.30",-132.59,-0.92,"1,069,530,000.00"
Others Index,"2,034.28",-35.36,-1.71,"1,253,040,000.00"
Trading Index,"3,830.94",-59.50,-1.53,"35,577,000.00"
