Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,684.01",10.13,0.38,"7,126,885,280.00"
Sensitive Index,479.50,1.12,0.23,"6,007,680,000.00"
Float Index,184.02,0.87,0.47,"6,696,390,000.00"
Sensitive Float Index,155.08,0.56,0.36,"3,613,570,000.00"
Banking SubIndex,"1,785.21",3.28,0.18,"947,342,000.00"
Development Bank Index,"2,908.20",71.19,2.51,"1,036,200,000.00"
Finance Index,"1,346.95",60.24,4.68,"632,760,000.00"
Hotels And Tourism,"3,232.81",-19.35,-0.60,"42,683,300.00"
HydroPower Index,"2,677.97",37.12,1.41,"2,084,720,000.00"
Investment,100.51,-0.40,-0.39,"437,457,000.00"
Life Insurance,"17,387.21",85.12,0.49,"313,920,000.00"
Manufacturing And Processing,"5,984.10",-18.13,-0.30,"188,135,000.00"
Microfinance Index,"5,469.00",5.39,0.10,"788,051,000.00"
Mutual Fund,13.57,0.09,0.64,"79,311,700.00"
Non Life Insurance,"13,659.52",5.52,0.04,"659,465,000.00"
Others Index,"2,147.99",13.21,0.62,"994,051,000.00"
Trading Index,"3,982.47",-23.86,-0.60,"88,221,500.00"
