Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,550.36",9.78,0.38,"3,946,074,358.89"
Sensitive Index,440.87,1.43,0.32,"1,601,144,065.50"
Float Index,174.33,0.71,0.41,"3,891,257,814.90"
Sensitive Float Index,149.40,0.47,0.32,"1,601,144,065.50"
Banking SubIndex,"1,329.21",1.80,0.13,"329,832,910.20"
Development Bank Index,"5,315.63",78.89,1.50,"276,491,517.80"
Finance Index,"2,256.16",12.67,0.56,"69,736,142.00"
Hotels And Tourism,"6,401.92",68.25,1.07,"35,541,701.90"
HydroPower Index,"3,317.43",28.96,0.88,"1,911,657,504.60"
Investment,102.32,0.54,0.53,"343,121,960.80"
Life Insurance,"12,757.41",81.64,0.64,"176,383,178.10"
Manufacturing And Processing,"7,308.27",38.84,0.53,"333,933,367.70"
Microfinance Index,"4,801.11",16.54,0.34,"189,340,657.40"
Mutual Fund,19.86,0.02,0.14,"6,841,308.69"
Non Life Insurance,"10,531.55",-10.04,-0.09,"68,397,745.80"
Others Index,"2,301.34",-11.54,-0.49,"145,287,409.90"
Trading Index,"3,798.67",3.71,0.09,"11,533,718.70"
