Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,053.13",-7.41,-0.36,"1,726,287,429.58"
Sensitive Index,397.11,-1.47,-0.37,"1,304,830,000.00"
Float Index,141.60,-0.52,-0.36,"1,713,900,000.00"
Sensitive Float Index,130.58,-0.56,-0.42,"888,616,000.00"
Banking SubIndex,"1,356.49",-1.48,-0.11,"221,766,174.00"
Development Bank Index,"3,751.25",-24.05,-0.64,"107,191,526.40"
Finance Index,"1,818.62",-8.59,-0.47,"138,901,274.70"
Hotels And Tourism,"2,792.65",-29.53,-1.05,"5,652,834.30"
HydroPower Index,"2,452.89",-16.84,-0.68,"748,048,666.30"
Investment,67.08,-0.29,-0.42,"51,522,997.40"
Life Insurance,"9,409.38",-2.95,-0.03,"51,355,137.70"
Manufacturing And Processing,"5,105.00",-32.23,-0.63,"82,408,797.50"
Microfinance Index,"4,685.26",-15.33,-0.33,"226,272,217.40"
Mutual Fund,14.66,0.03,0.21,"6,867,619.09"
Non Life Insurance,"8,219.89",-47.33,-0.57,"42,948,868.60"
Others Index,"1,522.56",-10.16,-0.66,"29,944,048.40"
Trading Index,"2,092.15",-0.94,-0.04,"7,887,966.70"
