Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,963.98",111.20,6.00,"451,299,087.69"
Sensitive Index,373.75,21.46,6.09,"91,515,155.90"
Float Index,135.84,7.86,6.14,"480,038,049.40"
Sensitive Float Index,121.74,7.46,6.53,"91,004,827.90"
Banking SubIndex,"1,205.22",64.80,5.68,"33,519,319.20"
Development Bank Index,"3,860.14",238.71,6.59,"18,897,474.90"
Finance Index,"1,734.21",107.30,6.59,"6,829,658.40"
Hotels And Tourism,"5,354.25",337.19,6.72,"23,227,553.30"
HydroPower Index,"2,131.65",169.40,8.63,"127,937,923.10"
Investment,70.77,4.31,6.49,"24,490,318.90"
Life Insurance,"10,986.37",553.35,5.30,"11,832,315.90"
Manufacturing And Processing,"4,938.05",226.40,4.80,"63,725,191.60"
Microfinance Index,"3,441.11",184.17,5.65,"11,832,315.90"
Mutual Fund,17.63,0.03,0.21,"175,713.75"
Non Life Insurance,"10,615.95",527.54,5.22,"60,938,319.90"
Others Index,"1,459.99",63.04,4.51,"8,567,325.30"
Trading Index,"2,840.25",157.63,5.87,"610,181.80"
