Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,514.58",-30.36,-1.19,"2,352,317,142.03"
Sensitive Index,487.19,-5.46,-1.11,"2,250,160,000.00"
Float Index,169.89,-2.19,-1.27,"2,343,260,000.00"
Sensitive Float Index,151.33,-2.12,-1.38,"1,545,780,000.00"
Banking SubIndex,"1,648.47",-12.81,-0.77,"363,803,843.90"
Development Bank Index,"4,239.45",-100.92,-2.33,"152,268,764.60"
Finance Index,"2,033.04",-44.73,-2.15,"157,339,917.60"
Hotels And Tourism,"2,914.85",-12.09,-0.41,"10,888,111.10"
HydroPower Index,"2,995.72",-54.78,-1.80,"765,096,913.70"
Investment,81.33,-1.41,-1.71,"129,581,452.70"
Life Insurance,"12,918.59",-139.02,-1.06,"141,127,835.00"
Manufacturing And Processing,"6,013.73",-47.86,-0.79,"139,091,656.90"
Microfinance Index,"4,836.09",-43.64,-0.89,"212,643,076.30"
Mutual Fund,15.20,-0.03,-0.21,"5,509,212.64"
Non Life Insurance,"11,149.63",-198.53,-1.75,"121,873,839.00"
Others Index,"2,253.11",-28.95,-1.27,"135,822,403.80"
Trading Index,"2,534.95",-79.11,-3.03,"13,723,808.80"
