Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,636.17",-4.47,-0.27,"2,842,469,177.00"
Sensitive Index,324.36,-2.14,-0.65,"3,043,790,000.00"
Float Index,114.11,-0.24,-0.21,"2,810,570,000.00"
Sensitive Float Index,106.68,-0.66,-0.61,"2,191,390,000.00"
Banking SubIndex,"1,301.64",-7.90,-0.60,"966,688,000.00"
Development Bank Index,"2,106.03",5.05,0.24,"365,413,000.00"
Finance Index,864.52,-0.20,-0.02,"196,243,000.00"
Hotels And Tourism,"1,757.35",4.86,0.28,"11,896,000.00"
HydroPower Index,"1,432.42",13.93,0.98,"792,361,000.00"
Life Insurance,"9,705.13",1.35,0.01,"173,620,000.00"
Manufacturing And Processing,"3,034.08",-4.21,-0.14,"124,426,000.00"
Microfinance Index,"2,655.41",-13.34,-0.50,"204,883,000.00"
Mutual Fund,10.89,-0.02,-0.18,"6,301,520.00"
Non Life Insurance,"8,190.49",-16.18,-0.20,"284,589,000.00"
Others Index,"1,081.02",-0.67,-0.06,"220,746,000.00"
Trading Index,"1,226.44",-19.03,-1.53,"13,930,300.00"
