Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,694.66",1.60,0.05,"9,226,322,933.09"
Sensitive Index,460.98,-0.21,-0.04,"5,497,243,383.40"
Float Index,184.07,-0.05,-0.02,"8,874,812,935.35"
Sensitive Float Index,156.77,-0.22,-0.14,"5,497,243,383.40"
Banking SubIndex,"1,411.74",-8.50,-0.59,"1,090,533,842.40"
Development Bank Index,"5,586.59",16.64,0.29,"582,484,620.65"
Finance Index,"2,401.48",4.32,0.18,"97,542,492.70"
Hotels And Tourism,"6,951.02",162.40,2.39,"449,648,721.20"
HydroPower Index,"3,458.82",-12.23,-0.35,"4,307,098,813.60"
Investment,113.41,2.53,2.28,"925,001,728.80"
Life Insurance,"13,232.80",31.24,0.23,"371,646,710.20"
Manufacturing And Processing,"7,257.98",-28.23,-0.38,"189,412,346.10"
Microfinance Index,"4,825.04",-6.19,-0.12,"263,061,582.30"
Mutual Fund,19.14,0.00,0.01,"6,723,311.24"
Non Life Insurance,"12,390.45",-20.87,-0.16,"218,155,826.10"
Others Index,"2,351.43",8.63,0.36,"359,715,916.90"
Trading Index,"4,329.98",-15.32,-0.35,"20,510,334.40"
