Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,475.26",8.34,0.34,"7,615,071,093.00"
Sensitive Index,454.02,1.68,0.37,"7,845,040,000.00"
Float Index,168.08,0.53,0.32,"7,520,580,000.00"
Sensitive Float Index,144.68,0.65,0.45,"5,870,530,000.00"
Banking SubIndex,"1,720.44",-7.43,-0.43,"1,539,160,000.00"
Development Bank Index,"2,489.37",-6.30,-0.25,"1,929,000,000.00"
Finance Index,"1,112.20",-10.97,-0.98,"319,263,000.00"
Hotels And Tourism,"2,060.96",-20.65,-0.99,"43,853,000.00"
HydroPower Index,"1,958.92",36.88,1.92,"1,057,970,000.00"
Life Insurance,"18,077.88",-69.26,-0.38,"793,632,000.00"
Manufacturing And Processing,"6,125.61",84.07,1.39,"231,149,000.00"
Microfinance Index,"4,306.37",146.31,3.52,"1,849,100,000.00"
Mutual Fund,12.07,-0.01,-0.10,"60,074,500.00"
Non Life Insurance,"13,024.56",78.74,0.61,"1,723,690,000.00"
Others Index,"2,028.59",1.54,0.08,"566,980,000.00"
Trading Index,"3,048.69",131.66,4.51,"57,426,500.00"
