Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,088.70",12.73,0.61,"2,576,140,128.50"
Sensitive Index,388.62,2.28,0.59,"717,536,693.30"
Float Index,144.45,0.62,0.43,"2,555,564,748.70"
Sensitive Float Index,127.25,0.52,0.41,"715,310,062.30"
Banking SubIndex,"1,215.47",1.07,0.09,"307,934,409.80"
Development Bank Index,"3,776.19",31.05,0.83,"99,260,451.60"
Finance Index,"1,879.53",35.34,1.92,"190,277,626.20"
Hotels And Tourism,"5,775.09",133.34,2.36,"155,221,319.40"
HydroPower Index,"2,421.08",3.16,0.13,"406,614,040.50"
Investment,73.76,0.99,1.36,"191,927,618.20"
Life Insurance,"12,370.24",30.50,0.25,"325,469,054.60"
Manufacturing And Processing,"5,495.41",40.08,0.73,"181,284,435.30"
Microfinance Index,"3,953.73",30.21,0.77,"218,221,123.10"
Mutual Fund,14.44,0.02,0.15,"5,712,682.60"
Non Life Insurance,"11,318.17",78.07,0.69,"419,838,924.20"
Others Index,"1,545.70",24.67,1.62,"53,908,124.70"
Trading Index,"2,620.95",15.81,0.61,"5,607,621.10"
