Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,654.35",-27.89,-1.03,"4,124,769,656.78"
Sensitive Index,459.38,-4.97,-1.07,"1,657,698,806.40"
Float Index,181.98,-1.95,-1.06,"4,043,029,966.40"
Sensitive Float Index,156.55,-1.76,-1.11,"1,657,698,806.40"
Banking SubIndex,"1,395.01",-10.36,-0.73,"359,107,916.50"
Development Bank Index,"5,737.29",-65.93,-1.13,"433,749,977.20"
Finance Index,"2,386.65",-33.65,-1.39,"64,252,982.10"
Hotels And Tourism,"6,616.63",56.18,0.85,"64,141,379.30"
HydroPower Index,"3,454.21",-33.67,-0.96,"1,661,793,609.40"
Investment,106.24,-2.06,-1.90,"346,536,415.80"
Life Insurance,"12,651.66",-66.31,-0.52,"120,283,797.50"
Manufacturing And Processing,"7,395.36",-8.79,-0.11,"277,920,107.00"
Microfinance Index,"5,012.40",-42.94,-0.84,"261,272,436.10"
Mutual Fund,20.31,0.00,0.04,"7,252,187.98"
Non Life Insurance,"11,190.41",-164.30,-1.44,"73,405,746.90"
Others Index,"2,449.11",-54.11,-2.16,"369,749,550.80"
Trading Index,"3,851.10",-64.85,-1.65,"10,816,047.80"
