Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,939.88",-11.97,-0.61,"826,230,582.89"
Sensitive Index,377.38,-1.70,-0.45,"760,270,000.00"
Float Index,134.07,-0.80,-0.59,"812,362,000.00"
Sensitive Float Index,123.20,-0.52,-0.42,"551,246,000.00"
Banking SubIndex,"1,314.97",-5.39,-0.41,"121,098,936.80"
Development Bank Index,"3,451.97",-37.24,-1.07,"53,499,919.60"
Finance Index,"1,621.53",-11.51,-0.71,"48,888,272.00"
Hotels And Tourism,"2,617.92",-21.26,-0.81,"3,019,060.40"
HydroPower Index,"2,201.00",-21.19,-0.95,"251,140,347.20"
Investment,61.39,-0.81,-1.30,"28,877,432.70"
Life Insurance,"9,197.55",-36.25,-0.39,"31,864,904.80"
Manufacturing And Processing,"4,871.12",-4.30,-0.09,"35,618,299.60"
Microfinance Index,"4,388.28",-32.32,-0.73,"110,436,837.00"
Mutual Fund,14.23,0.11,0.78,"9,317,427.90"
Non Life Insurance,"7,899.34",-33.90,-0.43,"64,638,477.60"
Others Index,"1,417.70",-7.34,-0.52,"60,163,411.90"
Trading Index,"1,876.50",-46.77,-2.43,"3,116,143.00"
