Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,349.31",-86.39,-6.02,"1,076,696,300.00"
Sensitive Index,290.36,-17.36,-5.64,"1,140,950,000.00"
Float Index,95.74,-6.21,-6.09,"1,055,400,000.00"
Sensitive Float Index,96.06,-6.21,-6.07,"1,010,610,000.00"
Banking SubIndex,"1,183.57",-83.36,-6.58,"556,745,000.00"
Development Bank Index,"1,811.81",-91.33,-4.80,"186,940,000.00"
Finance Index,681.93,-20.16,-2.87,"139,138,000.00"
Hotels And Tourism,"1,641.73",-120.85,-6.86,"3,181,960.00"
HydroPower Index,965.45,-38.04,-3.79,"32,954,600.00"
Life Insurance,"7,623.65",-762.92,-9.10,"139,404,000.00"
Manufacturing And Processing,"2,729.78",-126.95,-4.44,"61,461,300.00"
Microfinance Index,"2,202.09",-102.96,-4.47,"109,248,000.00"
Mutual Fund,10.35,-0.04,-0.38,"620,999.00"
Non Life Insurance,"5,878.49",-362.19,-5.80,"202,189,000.00"
Others Index,696.38,-29.38,-4.05,"29,176,000.00"
Trading Index,788.66,-67.31,-7.86,"1,903,760.00"
