Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,742.11",-12.36,-0.44,"3,898,418,385.27"
Sensitive Index,469.48,-1.57,-0.33,"1,375,302,077.30"
Float Index,186.16,-0.87,-0.46,"3,715,319,797.80"
Sensitive Float Index,158.22,-0.55,-0.35,"1,375,302,077.30"
Banking SubIndex,"1,447.94",-8.33,-0.57,"504,438,273.20"
Development Bank Index,"5,871.92",-18.36,-0.31,"183,195,088.10"
Finance Index,"2,384.60",-5.08,-0.21,"111,370,747.70"
Hotels And Tourism,"7,811.73",-68.33,-0.86,"216,650,366.80"
HydroPower Index,"3,853.57",-26.65,-0.68,"1,748,365,789.70"
Investment,102.43,-0.34,-0.33,"182,131,849.10"
Life Insurance,"12,473.07",-13.43,-0.10,"78,349,202.70"
Manufacturing And Processing,"11,173.35",-40.64,-0.36,"295,709,843.50"
Microfinance Index,"4,779.93",-21.60,-0.45,"197,882,406.70"
Mutual Fund,21.87,0.03,0.14,"7,360,661.25"
Non Life Insurance,"10,760.70",-46.14,-0.42,"37,094,972.80"
Others Index,"1,996.29",-6.33,-0.31,"152,682,960.20"
Trading Index,"3,783.66",0.00,0.00,"7,448,297.30"
