Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,458.04",-4.00,-0.27,"1,981,761,050.00"
Sensitive Index,297.10,-1.64,-0.55,"1,816,570,000.00"
Float Index,101.87,-0.34,-0.33,"1,958,510,000.00"
Sensitive Float Index,98.19,-0.58,-0.58,"1,520,870,000.00"
Banking SubIndex,"1,220.47",-4.06,-0.33,"503,463,000.00"
Development Bank Index,"1,758.66",-21.89,-1.23,"235,490,000.00"
Finance Index,664.47,-3.27,-0.49,"121,879,000.00"
Hotels And Tourism,"1,511.75",-21.55,-1.41,"11,230,600.00"
HydroPower Index,969.98,-7.17,-0.73,"75,357,100.00"
Life Insurance,"9,001.74",11.05,0.12,"270,680,000.00"
Manufacturing And Processing,"2,890.91",41.16,1.44,"125,904,000.00"
Microfinance Index,"2,472.62",-23.50,-0.94,"200,618,000.00"
Mutual Fund,10.66,-0.07,-0.67,"5,016,230.00"
Non Life Insurance,"7,200.83",19.73,0.27,"724,520,000.00"
Others Index,880.26,-0.46,-0.05,"265,342,000.00"
Trading Index,859.54,-14.30,-1.64,"594,400.00"
