Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,812.38",-76.65,-2.65,"9,033,900,623.00"
Sensitive Index,525.78,-12.73,-2.36,"9,520,030,000.00"
Float Index,196.66,-5.58,-2.76,"8,935,220,000.00"
Sensitive Float Index,176.61,-4.63,-2.55,"6,682,280,000.00"
Banking SubIndex,"1,907.55",-41.14,-2.11,"1,622,370,000.00"
Development Bank Index,"5,231.76",-197.22,-3.63,"1,967,420,000.00"
Finance Index,"2,683.37",-139.44,-4.94,"1,041,190,000.00"
Hotels And Tourism,"3,350.09",-125.83,-3.62,"74,339,800.00"
HydroPower Index,"3,238.97",-137.79,-4.08,"2,738,890,000.00"
Investment,98.17,-2.39,-2.38,"297,496,000.00"
Life Insurance,"15,793.47",-452.59,-2.79,"424,933,000.00"
Manufacturing And Processing,"6,591.70",-137.39,-2.04,"283,451,000.00"
Microfinance Index,"5,294.69",-171.77,-3.14,"839,761,000.00"
Mutual Fund,15.55,-0.24,-1.52,"32,261,500.00"
Non Life Insurance,"12,680.56",-383.70,-2.94,"804,227,000.00"
Others Index,"1,824.44",-31.16,-1.68,"447,886,000.00"
Trading Index,"3,270.72",-110.13,-3.26,"25,642,600.00"
