Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,043.92",13.33,0.66,"2,178,655,700.71"
Sensitive Index,388.91,1.68,0.43,"2,213,100,000.00"
Float Index,141.27,0.94,0.67,"2,162,340,000.00"
Sensitive Float Index,127.39,0.72,0.57,"1,437,310,000.00"
Banking SubIndex,"1,369.19",-0.73,-0.05,"356,962,523.10"
Development Bank Index,"3,526.03",72.75,2.11,"141,469,181.60"
Finance Index,"1,589.62",42.13,2.72,"231,384,296.40"
Hotels And Tourism,"2,696.45",16.22,0.61,"8,665,246.00"
HydroPower Index,"2,373.83",33.84,1.45,"583,587,908.70"
Investment,66.80,0.22,0.33,"89,847,450.10"
Life Insurance,"10,215.33",266.32,2.68,"230,464,399.00"
Manufacturing And Processing,"5,192.58",20.72,0.40,"171,254,326.90"
Microfinance Index,"4,463.30",10.63,0.24,"191,282,400.60"
Mutual Fund,14.48,-0.08,-0.56,"9,921,548.91"
Non Life Insurance,"8,230.68",-35.03,-0.42,"71,338,601.90"
Others Index,"1,534.78",21.68,1.43,"68,694,371.30"
Trading Index,"2,108.91",1.13,0.05,"17,385,601.20"
