Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,584.52",27.51,1.08,"2,773,420,135.00"
Sensitive Index,490.68,7.24,1.50,"2,871,030,000.00"
Float Index,180.61,1.64,0.92,"2,740,670,000.00"
Sensitive Float Index,163.80,1.89,1.17,"2,099,630,000.00"
Banking SubIndex,"1,805.88",6.13,0.34,"719,004,000.00"
Development Bank Index,"4,623.45",72.23,1.59,"532,137,000.00"
Finance Index,"2,258.61",89.25,4.11,"370,348,000.00"
Hotels And Tourism,"3,010.07",43.17,1.46,"9,842,400.00"
HydroPower Index,"2,652.33",65.14,2.52,"703,872,000.00"
Investment,83.34,0.34,0.41,"81,912,500.00"
Life Insurance,"14,414.59",67.31,0.47,"94,770,400.00"
Manufacturing And Processing,"6,145.30",105.54,1.75,"79,516,700.00"
Microfinance Index,"5,127.13",53.94,1.06,"354,911,000.00"
Mutual Fund,15.22,0.14,0.91,"10,926,500.00"
Non Life Insurance,"11,519.29",39.55,0.34,"138,194,000.00"
Others Index,"1,768.25",55.54,3.24,"153,270,000.00"
Trading Index,"3,006.55",-32.47,-1.07,"6,665,250.00"
