Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,195.10",54.58,2.55,"4,609,971,271.65"
Sensitive Index,419.20,9.72,2.37,"4,327,430,000.00"
Float Index,151.77,16.10,11.87,"4,510,370,000.00"
Sensitive Float Index,138.89,3.84,2.85,"2,983,990,000.00"
Banking SubIndex,"1,432.91",40.62,2.92,"601,848,775.10"
Development Bank Index,"4,105.23",31.57,0.78,"478,633,288.10"
Finance Index,"1,958.07",-31.93,-1.60,"424,887,137.70"
Hotels And Tourism,"3,046.64",80.19,2.70,"68,057,051.60"
HydroPower Index,"2,560.94",20.43,0.80,"976,736,541.90"
Investment,74.13,3.37,4.76,"286,218,951.20"
Life Insurance,"10,339.41",412.86,4.16,"345,334,702.10"
Manufacturing And Processing,"5,479.83",98.43,1.83,"327,494,638.20"
Microfinance Index,"4,989.06",54.26,1.10,"505,316,682.70"
Mutual Fund,14.91,0.11,0.75,"7,145,349.31"
Non Life Insurance,"8,664.14",374.08,4.51,"244,313,176.10"
Others Index,"1,669.82",52.77,3.26,"229,095,573.40"
Trading Index,"2,153.11",75.28,3.62,"22,431,627.60"
