Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,651.52",-8.50,-0.31,"2,838,279,411.62"
Sensitive Index,458.23,-0.64,-0.13,"991,945,585.70"
Float Index,181.65,-0.41,-0.22,"2,804,998,440.90"
Sensitive Float Index,155.16,-0.23,-0.15,"991,945,585.70"
Banking SubIndex,"1,417.20",-2.70,-0.19,"388,075,273.30"
Development Bank Index,"5,652.55",-8.57,-0.15,"259,376,963.60"
Finance Index,"2,453.82",-8.88,-0.36,"181,283,383.90"
Hotels And Tourism,"7,424.41",-39.80,-0.53,"83,284,766.80"
HydroPower Index,"3,685.91",-15.39,-0.41,"1,037,680,037.90"
Investment,98.43,-0.16,-0.16,"117,469,950.60"
Life Insurance,"12,154.76",-27.12,-0.22,"90,251,758.00"
Manufacturing And Processing,"10,739.00",15.50,0.14,"407,507,510.10"
Microfinance Index,"4,692.67",-7.43,-0.15,"125,119,764.80"
Mutual Fund,21.62,-0.03,-0.14,"6,114,714.12"
Non Life Insurance,"10,819.63",-43.73,-0.40,"32,873,011.80"
Others Index,"1,933.26",-9.13,-0.47,"80,705,389.10"
Trading Index,"3,331.77",-66.93,-1.96,"1,370,631.00"
