Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,704.70",-10.14,-0.37,"5,408,314,075.31"
Sensitive Index,453.95,-0.95,-0.21,"1,726,448,581.80"
Float Index,182.93,-0.37,-0.20,"5,339,578,398.45"
Sensitive Float Index,152.08,-0.36,-0.23,1.00
Banking SubIndex,"1,375.83",-2.95,-0.21,"285,763,130.50"
Development Bank Index,"5,674.93",-52.97,-0.92,"628,910,514.80"
Finance Index,"2,634.97",3.16,0.12,"166,933,793.40"
Hotels And Tourism,"6,588.48",12.03,0.18,"63,941,574.20"
HydroPower Index,"3,602.02",-8.33,-0.23,"1,582,655,007.25"
Investment,107.72,0.20,0.18,"531,383,402.90"
Life Insurance,"13,620.42",-70.96,-0.51,"489,793,577.70"
Manufacturing And Processing,"7,318.25",32.70,0.44,"167,608,723.10"
Microfinance Index,"4,983.74",-0.88,-0.01,"418,123,580.40"
Mutual Fund,19.19,0.00,0.00,"3,383,052.26"
Non Life Insurance,"12,676.52",-3.15,-0.02,"191,766,608.30"
Others Index,"2,395.23",-13.52,-0.56,"801,606,863.20"
Trading Index,"4,159.54",-145.86,-3.38,"11,091,622.70"
