Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,784.58",69.22,2.55,"5,521,650,856.75"
Sensitive Index,521.46,14.92,2.95,"5,991,750,000.00"
Float Index,193.29,4.59,2.43,"5,384,340,000.00"
Sensitive Float Index,173.24,4.18,2.47,"3,820,760,000.00"
Banking SubIndex,"1,846.07",34.39,1.90,"772,020,449.40"
Development Bank Index,"5,610.31",111.24,2.02,"938,494,549.00"
Finance Index,"2,650.17",82.38,3.21,"517,439,283.20"
Hotels And Tourism,"3,364.78",70.60,2.14,"30,773,127.10"
HydroPower Index,"3,212.08",164.20,5.39,"1,672,073,284.40"
Investment,89.60,1.59,1.81,"236,820,782.70"
Life Insurance,"15,429.87",268.12,1.77,"351,127,565.30"
Manufacturing And Processing,"6,630.65",128.15,1.97,"109,317,641.20"
Microfinance Index,"5,406.04",89.55,1.68,"443,344,414.70"
Mutual Fund,15.61,0.13,0.85,"11,931,292.00"
Non Life Insurance,"12,625.81",188.24,1.51,"183,423,700.60"
Others Index,"1,991.39",111.16,5.91,"212,180,625.40"
Trading Index,"3,176.83",63.42,2.04,"17,329,185.00"
