Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,136.35",-4.62,-0.21,"4,569,836,106.00"
Sensitive Index,377.45,-0.76,-0.20,"1,291,965,150.40"
Float Index,145.17,-0.27,-0.18,"4,519,520,738.54"
Sensitive Float Index,124.46,-0.30,-0.24,"1,286,253,237.00"
Banking SubIndex,"1,141.17",-2.10,-0.18,"263,100,255.70"
Development Bank Index,"4,361.62",-15.94,-0.36,"441,414,821.90"
Finance Index,"2,548.41",6.61,0.26,"721,262,604.38"
Hotels And Tourism,"5,529.76",-53.28,-0.95,"134,339,762.30"
HydroPower Index,"2,595.60",-10.40,-0.39,"858,560,177.36"
Investment,79.91,-0.24,-0.29,"554,354,874.50"
Life Insurance,"10,301.81",-65.11,-0.62,"267,603,638.20"
Manufacturing And Processing,"6,536.35",-10.08,-0.15,"130,398,292.90"
Microfinance Index,"4,656.52",42.83,0.92,"655,217,866.70"
Mutual Fund,19.27,0.08,0.46,"10,391,477.46"
Non Life Insurance,"10,840.46",-36.11,-0.33,"233,787,797.10"
Others Index,"1,637.36",-8.90,-0.54,"235,399,212.20"
Trading Index,"3,017.94",-24.97,-0.82,"39,949,198.10"
