Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,640.78",26.10,0.99,"4,483,599,004.48"
Sensitive Index,443.42,4.09,0.93,"1,330,976,990.10"
Float Index,178.44,1.78,1.01,"4,416,665,126.20"
Sensitive Float Index,148.42,1.28,0.87,"1,330,976,990.10"
Banking SubIndex,"1,347.97",9.62,0.71,"386,660,522.90"
Development Bank Index,"5,542.49",39.53,0.71,"475,197,056.50"
Finance Index,"2,568.18",87.42,3.52,"288,479,160.40"
Hotels And Tourism,"6,455.20",66.12,1.03,"50,157,295.70"
HydroPower Index,"3,490.77",33.08,0.95,"1,325,348,861.70"
Investment,105.10,0.86,0.83,"402,858,480.10"
Life Insurance,"13,246.37",191.23,1.46,"388,642,179.70"
Manufacturing And Processing,"7,177.59",55.82,0.78,"177,194,180.20"
Microfinance Index,"4,833.00",38.04,0.79,"286,897,398.30"
Mutual Fund,19.00,0.08,0.44,"8,737,373.39"
Non Life Insurance,"12,242.13",79.85,0.65,"130,008,301.80"
Others Index,"2,365.56",34.96,1.50,"496,940,735.70"
Trading Index,"4,092.92",43.10,1.06,"8,280,953.20"
