Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,061.70",-5.31,-0.25,"3,216,727,221.79"
Sensitive Index,373.32,-0.60,-0.16,"703,666,792.10"
Float Index,140.80,-0.35,-0.25,"3,178,229,920.50"
Sensitive Float Index,122.49,-0.20,-0.16,"699,162,492.10"
Banking SubIndex,"1,137.01",-2.68,-0.23,"240,575,789.30"
Development Bank Index,"3,995.22",26.25,0.66,"98,592,480.60"
Finance Index,"1,786.79",7.22,0.40,"79,784,460.80"
Hotels And Tourism,"5,404.65",-27.76,-0.51,"75,802,467.60"
HydroPower Index,"2,580.08",-10.95,-0.42,"1,177,767,824.60"
Investment,79.03,0.07,0.09,"253,618,938.80"
Life Insurance,"10,446.71",-57.46,-0.54,"283,921,985.50"
Manufacturing And Processing,"5,767.60",-9.72,-0.16,"192,593,202.00"
Microfinance Index,"3,668.96",-7.29,-0.19,"135,583,779.20"
Mutual Fund,18.30,-0.08,-0.47,"7,989,143.49"
Non Life Insurance,"10,774.53",55.60,0.51,"180,999,890.50"
Others Index,"1,764.10",-18.66,-1.04,"448,480,146.40"
Trading Index,"2,839.30",-1.88,-0.06,"10,508,955.20"
