Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,854.76",-45.06,-1.55,"9,980,026,527.00"
Sensitive Index,534.81,-8.62,-1.59,"10,011,100,000.00"
Float Index,198.08,-3.09,-1.54,"9,308,090,000.00"
Sensitive Float Index,176.21,-2.84,-1.59,"7,397,290,000.00"
Banking SubIndex,"1,950.07",-22.50,-1.14,"2,277,290,000.00"
Development Bank Index,"4,571.45",-97.97,-2.10,"2,833,740,000.00"
Finance Index,"2,324.81",-21.77,-0.93,"1,401,390,000.00"
Hotels And Tourism,"3,576.31",-106.88,-2.90,"60,010,900.00"
HydroPower Index,"2,747.56",-60.13,-2.14,"1,306,790,000.00"
Investment,105.17,-2.86,-2.65,"348,578,000.00"
Life Insurance,"17,159.45",-254.67,-1.46,"275,229,000.00"
Manufacturing And Processing,"6,103.24",-118.54,-1.91,"273,510,000.00"
Microfinance Index,"5,262.59",-72.52,-1.36,"1,400,840,000.00"
Mutual Fund,15.62,0.02,0.16,"142,344,000.00"
Non Life Insurance,"14,037.19",-240.71,-1.69,"737,121,000.00"
Others Index,"2,140.49",-31.52,-1.45,"546,747,000.00"
Trading Index,"3,698.40",-60.66,-1.61,"15,025,700.00"
