Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,499.97",-10.45,-0.69,"2,782,377,887.00"
Sensitive Index,302.19,-2.54,-0.83,"2,510,180,000.00"
Float Index,104.05,-0.66,-0.63,"2,738,790,000.00"
Sensitive Float Index,99.28,-0.72,-0.72,"1,992,110,000.00"
Banking SubIndex,"1,226.66",-8.14,-0.66,"682,923,000.00"
Development Bank Index,"1,760.64",-20.80,-1.17,"304,701,000.00"
Finance Index,673.01,-2.00,-0.30,"185,091,000.00"
Hotels And Tourism,"1,518.70",-25.65,-1.66,"8,268,480.00"
HydroPower Index,"1,076.48",-5.74,-0.53,"300,027,000.00"
Life Insurance,"9,208.69",-26.33,-0.29,"263,166,000.00"
Manufacturing And Processing,"2,961.23",-40.43,-1.35,"149,893,000.00"
Microfinance Index,"2,498.03",-10.27,-0.41,"257,538,000.00"
Mutual Fund,10.84,0.01,0.05,"4,558,970.00"
Non Life Insurance,"7,444.68",-25.61,-0.34,"712,650,000.00"
Others Index,981.22,-12.65,-1.27,"541,285,000.00"
Trading Index,924.41,22.63,2.51,"6,938,020.00"
