SN,Date,Close,High,Low,Absolute Change,Percentage Change,52 Weeks High,52 Weeks Low,Turnover Values,Turnover Volume,Total Transaction
76,2025-04-21,117.38,119.06,116.31,(0.20),(0.17 %),122.74,72.46,"1,222,531,910.90","2,458,736","7,619"
77,2025-04-20,117.17,119.66,116.74,(-0.07),(-0.06 %),122.74,72.46,"1,322,305,794.80","2,627,507","9,344"
78,2025-04-17,117.24,118.76,113.50,(3.41),(2.99 %),122.74,72.46,"1,936,218,919.10","3,366,734","12,107"
79,2025-04-16,113.83,115.75,113.23,(-0.40),(-0.35 %),122.74,72.46,"938,559,000.00","1,001,653","5,059"
80,2025-04-15,114.24,115.33,111.19,(3.02),(2.71 %),122.74,72.46,"1,285,276,566.80","1,790,921","8,247"
81,2025-04-13,111.21,111.57,108.86,(1.84),(1.68 %),122.74,72.46,"1,246,091,224.50","1,483,444","6,795"
82,2025-04-10,109.37,110.48,109.25,(-0.32),(-0.29 %),122.74,72.46,"780,409,065.80","603,343","3,736"
83,2025-04-09,109.69,110.72,107.97,(1.60),(1.48 %),122.74,72.46,"900,593,024.70","799,162","4,534"
84,2025-04-08,108.09,108.51,106.46,(-0.27),(-0.25 %),122.74,72.46,"919,482,513.30","876,918","4,568"
85,2025-04-07,108.37,110.53,108.15,(-1.86),(-1.69 %),122.74,72.46,"780,560,738.20","720,681","4,561"
86,2025-04-03,110.24,111.94,109.71,(-0.03),(-0.03 %),122.74,72.46,"940,712,656.70","1,030,268","5,360"
87,2025-04-02,110.27,110.80,108.05,(1.49),(1.37 %),122.74,72.46,"819,164,843.30","637,684","4,673"
88,2025-04-01,108.78,109.61,107.30,(-0.49),(-0.44 %),122.74,72.46,"949,119,884.30","957,561","4,923"
89,2025-03-30,109.27,110.64,106.53,(2.33),(2.18 %),122.74,72.46,"929,608,694.86","1,189,192","6,006"
90,2025-03-27,106.93,107.14,104.26,(2.30),(2.20 %),122.74,72.46,"643,615,372.50","790,373","4,182"
91,2025-03-26,104.63,105.11,102.11,(1.72),(1.67 %),122.74,72.46,"332,363,239.40","478,312","2,819"
92,2025-03-25,102.90,105.58,102.58,(-2.19),(-2.08 %),122.74,72.46,"437,905,243.90","492,137","3,473"
93,2025-03-24,105.10,105.84,103.22,(0.86),(0.83 %),122.74,72.46,"402,858,480.10","467,303","3,412"
94,2025-03-23,104.23,106.96,104.12,(-2.26),(-2.12 %),122.74,72.46,"655,576,546.60","679,131","3,577"
95,2025-03-20,106.49,107.29,106.36,(-0.23),(-0.22 %),122.74,72.46,"311,533,157.80","408,929","2,683"
96,2025-03-19,106.73,108.22,106.34,(-0.52),(-0.49 %),122.74,72.46,"475,548,074.40","521,288","2,954"
97,2025-03-18,107.25,109.43,107.02,(-0.46),(-0.42 %),122.74,72.46,"383,384,634.90","472,518","3,044"
98,2025-03-17,107.72,108.49,106.89,(0.20),(0.18 %),122.74,72.46,"531,383,402.90","594,358","3,019"
99,2025-03-16,107.51,109.69,107.29,(-1.88),(-1.72 %),122.74,72.46,"478,867,845.70","645,750","3,548"
100,2025-03-12,109.40,109.77,107.32,(1.90),(1.76 %),122.74,72.46,"858,368,139.70","879,659","4,679"
101,2025-03-11,107.49,110.40,107.32,(-2.07),(-1.89 %),122.74,72.46,"689,864,427.40","791,455","4,237"
102,2025-03-10,109.57,112.14,109.36,(-1.68),(-1.51 %),122.74,72.46,"698,279,644.50","878,345","4,430"
103,2025-03-09,111.26,113.62,110.98,(-2.84),(-2.49 %),122.74,72.46,"1,208,853,905.30","1,223,381","6,389"
104,2025-03-06,114.10,115.50,113.90,(-0.16),(-0.14 %),122.74,72.46,"789,414,613.80","859,360","4,784"
105,2025-03-05,114.27,116.17,113.64,(-1.44),(-1.24 %),122.74,72.46,"785,260,187.40","1,158,913","4,997"
106,2025-03-04,115.71,118.59,115.52,(-2.06),(-1.75 %),122.74,72.46,"839,707,200.30","1,246,120","5,841"
107,2025-03-03,117.78,121.03,117.48,(-0.29),(-0.24 %),122.74,72.46,"950,997,615.40","1,560,629","7,213"
108,2025-03-02,118.07,118.16,114.04,(3.48),(3.03 %),122.74,72.46,"1,078,086,998.10","1,439,145","7,199"
109,2025-02-27,114.59,115.41,113.45,(1.42),(1.25 %),122.74,72.46,"1,120,196,099.70","1,597,409","7,117"
110,2025-02-25,113.16,114.40,112.28,(0.87),(0.77 %),122.74,72.46,"1,085,112,732.20","1,961,578","8,338"
111,2025-02-24,112.29,113.84,111.33,(1.09),(0.98 %),122.74,72.46,"1,481,073,501.40","2,485,736","9,157"
112,2025-02-23,111.19,112.39,107.13,(1.46),(1.33 %),122.74,72.46,"1,196,671,640.60","1,461,554","7,026"
113,2025-02-20,109.73,110.71,109.32,(-0.41),(-0.37 %),122.74,72.46,"822,058,190.00","766,439","4,840"
114,2025-02-18,110.14,110.82,108.62,(1.35),(1.24 %),122.74,72.46,"763,553,234.00","813,999","5,130"
115,2025-02-17,108.79,110.09,108.49,(0.22),(0.20 %),122.74,72.46,"811,685,559.50","1,048,481","5,023"
116,2025-02-16,108.56,109.10,106.79,(1.26),(1.17 %),122.74,72.46,"1,002,269,682.70","1,371,588","6,815"
117,2025-02-13,107.30,108.62,106.45,(0.55),(0.52 %),122.74,72.46,"947,831,176.90","1,336,637","5,723"
118,2025-02-12,106.74,107.32,105.32,(1.29),(1.22 %),122.74,72.46,"963,818,054.70","787,773","5,449"
119,2025-02-11,105.45,106.17,104.67,(0.51),(0.48 %),122.74,72.46,"680,686,570.40","560,997","3,883"
120,2025-02-10,104.94,106.24,104.64,(-0.49),(-0.46 %),122.74,72.46,"441,292,640.10","501,794","3,113"
121,2025-02-09,105.43,106.94,105.21,(-0.41),(-0.39 %),122.74,72.46,"806,590,929.50","801,571","4,276"
