Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,566.90",52.31,2.08,"2,791,872,969.76"
Sensitive Index,493.53,6.34,1.30,"2,782,700,000.00"
Float Index,173.90,4.02,2.36,"2,780,220,000.00"
Sensitive Float Index,154.50,3.17,2.10,"1,860,430,000.00"
Banking SubIndex,"1,664.96",16.49,1.00,"467,855,406.00"
Development Bank Index,"4,442.36",202.91,4.79,"191,270,976.70"
Finance Index,"2,135.82",102.78,5.06,"146,145,696.70"
Hotels And Tourism,"2,957.29",42.44,1.46,"10,753,266.00"
HydroPower Index,"3,120.14",124.42,4.15,"959,648,319.70"
Investment,84.69,3.41,4.20,"182,749,035.20"
Life Insurance,"13,291.38",372.79,2.89,"193,275,747.80"
Manufacturing And Processing,"6,140.93",127.20,2.12,"146,990,846.10"
Microfinance Index,"4,933.50",97.40,2.01,"199,810,528.30"
Mutual Fund,15.43,0.22,1.46,"2,675,296.06"
Non Life Insurance,"11,397.74",248.10,2.23,"118,512,142.80"
Others Index,"2,253.96",0.86,0.04,"154,219,228.90"
Trading Index,"2,595.48",60.53,2.39,"8,985,233.00"
