Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,673.69",62.25,2.38,"10,518,406,352.63"
Sensitive Index,451.24,10.97,2.49,"5,421,577,680.50"
Float Index,180.86,4.64,2.63,"10,330,199,411.70"
Sensitive Float Index,152.84,3.74,2.51,"5,421,577,680.50"
Banking SubIndex,"1,334.59",38.58,2.97,"480,026,218.50"
Development Bank Index,"5,346.88",125.50,2.40,"381,266,393.40"
Finance Index,"2,439.83",126.68,5.47,"287,717,401.90"
Hotels And Tourism,"6,432.22",101.13,1.59,"66,155,691.70"
HydroPower Index,"3,636.75",110.48,3.13,"6,961,964,338.30"
Investment,113.71,0.92,0.81,"845,010,738.40"
Life Insurance,"13,308.73",318.01,2.44,"325,732,964.30"
Manufacturing And Processing,"7,204.79",84.65,1.18,"243,431,234.80"
Microfinance Index,"4,712.34",103.41,2.24,"248,704,635.80"
Mutual Fund,19.64,0.11,0.57,"10,760,740.04"
Non Life Insurance,"12,667.85",330.10,2.67,"143,556,859.30"
Others Index,"2,325.14",55.19,2.43,"338,722,543.40"
Trading Index,"4,575.28",24.33,0.53,"7,910,391.90"
