Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,924.09",56.88,3.05,"2,097,049,941.35"
Sensitive Index,375.44,8.38,2.28,"963,956,685.30"
Float Index,135.60,4.54,3.47,"2,087,894,740.76"
Sensitive Float Index,123.76,3.97,3.32,"962,601,275.30"
Banking SubIndex,"1,319.68",42.81,3.35,"396,823,643.30"
Development Bank Index,"3,415.42",152.05,4.66,"174,083,935.80"
Finance Index,"1,556.03",95.19,6.52,"94,801,658.00"
Hotels And Tourism,"2,743.44",61.19,2.28,"24,162,317.20"
HydroPower Index,"2,039.30",100.09,5.16,"498,798,364.50"
Investment,57.28,2.30,4.18,"63,603,773.40"
Life Insurance,"9,318.71",256.05,2.83,"96,609,855.00"
Manufacturing And Processing,"5,036.31",139.88,2.86,"159,693,453.40"
Microfinance Index,"4,363.55",118.81,2.80,"263,731,268.06"
Mutual Fund,13.42,0.24,1.82,"2,470,235.79"
Non Life Insurance,"7,653.00",257.62,3.48,"69,913,755.70"
Others Index,"1,480.23",-34.66,-2.29,"243,574,147.40"
Trading Index,"1,864.84",56.56,3.13,"2,098,569.00"
