Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,637.13",-12.47,-0.47,"6,810,091,453.00"
Sensitive Index,473.04,-0.77,-0.16,"6,746,590,000.00"
Float Index,181.87,-0.76,-0.41,"6,632,180,000.00"
Sensitive Float Index,153.37,-0.34,-0.22,"4,751,140,000.00"
Banking SubIndex,"1,778.71",7.11,0.40,"1,585,720,000.00"
Development Bank Index,"2,801.21",-13.85,-0.49,"1,165,190,000.00"
Finance Index,"1,256.04",3.85,0.31,"300,274,000.00"
Hotels And Tourism,"3,261.95",-44.40,-1.34,"38,872,300.00"
HydroPower Index,"2,607.88",-49.39,-1.86,"1,573,380,000.00"
Investment,98.52,0.15,0.15,"729,701,000.00"
Life Insurance,"17,110.64",-239.33,-1.38,"339,877,000.00"
Manufacturing And Processing,"5,725.76",-37.82,-0.66,"127,070,000.00"
Microfinance Index,"5,462.50",-63.85,-1.16,"1,244,500,000.00"
Mutual Fund,13.36,-0.08,-0.57,"27,693,200.00"
Non Life Insurance,"13,132.98",-130.31,-0.98,"721,479,000.00"
Others Index,"2,045.03",-23.72,-1.15,"950,213,000.00"
Trading Index,"3,867.87",-62.99,-1.60,"74,372,200.00"
