Index,Current,Point Change,% Change,Turnover
NEPSE Index,"3,198.60",38.28,1.21,"21,313,489,269.00"
Sensitive Index,598.11,4.83,0.81,"22,074,300,000.00"
Float Index,223.95,2.87,1.30,"21,168,100,000.00"
Sensitive Float Index,201.64,2.34,1.17,"14,713,200,000.00"
Banking SubIndex,"2,100.25",16.42,0.79,"2,681,350,000.00"
Development Bank Index,"6,288.35",330.46,5.55,"5,627,520,000.00"
Finance Index,"3,194.32",148.20,4.87,"2,820,860,000.00"
Hotels And Tourism,"3,636.66",6.23,0.17,"81,004,500.00"
HydroPower Index,"3,864.44",51.48,1.35,"6,819,960,000.00"
Investment,123.24,1.72,1.42,"1,053,140,000.00"
Life Insurance,"17,745.80",151.42,0.86,"830,871,000.00"
Manufacturing And Processing,"7,474.65",255.92,3.55,"674,645,000.00"
Microfinance Index,"5,940.30",1.55,0.03,"1,381,570,000.00"
Mutual Fund,16.91,-0.24,-1.39,"110,290,000.00"
Non Life Insurance,"14,323.71",83.41,0.59,"1,355,540,000.00"
Others Index,"2,044.43",3.30,0.16,"1,273,470,000.00"
Trading Index,"3,818.40",-15.51,-0.40,"25,306,800.00"
