Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,140.97",21.27,1.00,"6,002,931,854.70"
Sensitive Index,378.22,3.52,0.93,"1,589,600,106.70"
Float Index,145.45,1.29,0.89,"5,905,748,531.76"
Sensitive Float Index,124.76,1.03,0.83,"1,584,996,417.90"
Banking SubIndex,"1,143.28",8.90,0.78,"368,925,062.30"
Development Bank Index,"4,377.56",-10.83,-0.24,"580,590,388.70"
Finance Index,"2,541.79",-53.79,-2.07,"822,555,319.50"
Hotels And Tourism,"5,583.04",160.77,2.96,"235,233,736.30"
HydroPower Index,"2,606.00",0.34,0.01,"1,273,941,791.16"
Investment,80.15,1.46,1.85,"610,761,840.60"
Life Insurance,"10,366.92",156.02,1.52,"367,500,635.30"
Manufacturing And Processing,"6,546.43",75.89,1.17,"235,109,769.80"
Microfinance Index,"4,613.68",66.44,1.46,"632,207,584.60"
Mutual Fund,19.18,0.06,0.32,"9,473,808.25"
Non Life Insurance,"10,876.58",141.91,1.32,"377,724,740.70"
Others Index,"1,646.27",36.29,2.25,"421,070,310.20"
Trading Index,"3,042.92",-69.42,-2.23,"23,140,975.90"
