Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,993.42",-5.05,-0.25,"865,120,452.40"
Sensitive Index,382.85,-0.71,-0.18,"280,557,362.60"
Float Index,138.17,-0.39,-0.28,"796,395,000.50"
Sensitive Float Index,126.68,-0.26,-0.20,"279,597,984.80"
Banking SubIndex,"1,263.64",-2.19,-0.17,"187,744,561.70"
Development Bank Index,"3,737.63",-21.17,-0.56,"35,695,050.20"
Finance Index,"1,692.58",-4.88,-0.28,"33,693,536.40"
Hotels And Tourism,"5,540.51",-35.58,-0.63,"45,026,408.70"
HydroPower Index,"2,043.15",-11.41,-0.55,"116,455,842.40"
Investment,70.20,0.09,0.12,"36,066,696.40"
Life Insurance,"10,909.59",-50.01,-0.45,"92,242,178.00"
Manufacturing And Processing,"5,202.92",-31.42,-0.60,"71,339,152.60"
Microfinance Index,"3,634.63",-0.60,-0.01,"51,271,670.60"
Mutual Fund,18.94,0.04,0.25,"13,939,508.10"
Non Life Insurance,"10,622.43",5.61,0.05,"71,031,653.00"
Others Index,"1,463.35",-3.12,-0.21,"51,611,004.20"
Trading Index,"2,869.79",0.80,0.02,"4,217,246.30"
