Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,974.50",8.26,0.42,"3,155,142,168.43"
Sensitive Index,350.82,0.21,0.06,"900,574,624.40"
Float Index,133.89,0.54,0.40,"3,065,629,803.90"
Sensitive Float Index,114.60,0.05,0.04,"897,988,070.60"
Banking SubIndex,"1,024.00",4.46,0.43,"166,760,268.80"
Development Bank Index,"4,091.12",42.43,1.04,"397,992,332.20"
Finance Index,"2,140.78",-18.78,-0.86,"386,277,914.50"
Hotels And Tourism,"5,137.68",-126.45,-2.40,"122,302,624.70"
HydroPower Index,"2,355.92",3.85,0.16,"458,196,630.20"
Investment,72.74,0.11,0.15,"59,736,136.10"
Life Insurance,"9,872.95",122.08,1.25,"192,497,267.40"
Manufacturing And Processing,"6,353.23",93.66,1.49,"273,914,062.10"
Microfinance Index,"4,220.96",-57.81,-1.35,"619,671,412.50"
Mutual Fund,18.12,0.02,0.15,"7,677,815.23"
Non Life Insurance,"10,561.18",272.00,2.64,"329,635,606.80"
Others Index,"1,591.68",11.01,0.69,"107,722,723.30"
Trading Index,"2,704.81",31.67,1.18,"4,167,714.00"
