Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,616.59",-14.67,-0.56,"2,274,626,190.52"
Sensitive Index,494.38,-3.01,-0.60,"1,989,770,000.00"
Float Index,177.92,-0.84,-0.47,"2,220,490,000.00"
Sensitive Float Index,156.96,-0.81,-0.51,"1,493,790,000.00"
Banking SubIndex,"1,689.50",-8.03,-0.47,"316,118,171.00"
Development Bank Index,"4,539.30",-53.51,-1.17,"176,563,131.70"
Finance Index,"2,174.28",-25.73,-1.17,"98,217,983.90"
Hotels And Tourism,"3,194.74",-63.84,-1.96,"54,023,507.30"
HydroPower Index,"3,067.55",-13.06,-0.42,"464,680,591.20"
Investment,88.02,1.44,1.66,"111,099,436.40"
Life Insurance,"14,219.46",-197.09,-1.37,"312,747,768.80"
Manufacturing And Processing,"6,210.37",-68.59,-1.09,"84,760,784.30"
Microfinance Index,"5,061.42",-5.41,-0.11,"239,629,724.40"
Mutual Fund,15.49,-0.13,-0.83,"3,288,623.82"
Non Life Insurance,"12,109.21",-74.26,-0.61,"215,408,155.20"
Others Index,"2,219.27",-32.30,-1.43,"141,013,821.20"
Trading Index,"2,516.10",-41.94,-1.64,"6,225,082.80"
