Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,769.13",-32.39,-1.16,"6,271,867,230.00"
Sensitive Index,522.00,-3.43,-0.65,"6,443,170,000.00"
Float Index,191.34,-2.67,-1.38,"6,217,980,000.00"
Sensitive Float Index,171.06,-2.04,-1.18,"4,426,910,000.00"
Banking SubIndex,"1,828.73",-22.06,-1.19,"690,314,371.50"
Development Bank Index,"5,422.90",-111.61,-2.02,"1,111,041,208.00"
Finance Index,"2,655.02",-27.57,-1.03,"593,652,339.10"
Hotels And Tourism,"3,369.61",-46.68,-1.37,"21,112,870.70"
HydroPower Index,"3,193.10",-90.96,-2.77,"1,680,788,222.30"
Investment,87.57,-1.50,-1.69,"190,577,803.10"
Life Insurance,"15,117.08",-228.07,-1.49,"237,250,608.70"
Manufacturing And Processing,"6,453.76",-76.28,-1.17,"97,823,400.70"
Microfinance Index,"5,406.44",-8.27,-0.15,"745,498,149.20"
Mutual Fund,15.53,-0.06,-0.36,"9,933,782.44"
Non Life Insurance,"12,415.22",-204.35,-1.62,"190,423,041.20"
Others Index,"2,123.08",26.42,1.26,"650,588,739.90"
Trading Index,"3,132.93",-69.54,-2.17,"8,910,902.50"
