Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,527.58",-14.26,-0.56,"1,750,628,199.30"
Sensitive Index,471.93,-2.15,-0.45,"1,610,360,000.00"
Float Index,172.00,-1.03,-0.60,"1,738,130,000.00"
Sensitive Float Index,150.49,-0.80,-0.53,"1,137,620,000.00"
Banking SubIndex,"1,645.20",-5.54,-0.34,"328,051,437.70"
Development Bank Index,"4,344.51",-26.35,-0.60,"111,410,133.70"
Finance Index,"2,018.10",-14.96,-0.74,"95,649,818.50"
Hotels And Tourism,"3,084.20",25.52,0.83,"17,342,234.40"
HydroPower Index,"2,953.25",-16.48,-0.55,"400,872,099.90"
Investment,84.48,-0.09,-0.09,"93,083,587.80"
Life Insurance,"14,242.85",-219.63,-1.52,"196,251,391.10"
Manufacturing And Processing,"5,886.79",-15.01,-0.25,"137,607,637.30"
Microfinance Index,"4,965.23",-34.54,-0.69,"147,695,734.00"
Mutual Fund,15.50,-0.04,-0.26,"6,877,431.30"
Non Life Insurance,"12,092.15",-76.69,-0.63,"135,882,839.60"
Others Index,"1,996.11",-20.05,-0.99,"58,614,667.00"
Trading Index,"2,406.82",-0.51,-0.02,"15,673,102.50"
