Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,694.20",-19.85,-0.73,"9,109,457,278.45"
Sensitive Index,459.91,-2.76,-0.59,"2,550,116,611.50"
Float Index,185.29,-1.43,-0.76,"8,987,854,804.30"
Sensitive Float Index,156.90,-0.94,-0.59,"2,550,116,611.50"
Banking SubIndex,"1,379.17",-5.87,-0.42,"454,721,823.90"
Development Bank Index,"5,752.70",-43.54,-0.75,"576,775,956.80"
Finance Index,"2,550.82",-11.30,-0.44,"519,769,154.70"
Hotels And Tourism,"7,390.05",-132.30,-1.75,"245,145,737.60"
HydroPower Index,"3,548.77",-49.17,-1.36,"4,796,802,502.00"
Investment,104.52,-1.02,-0.96,"237,441,643.60"
Life Insurance,"13,011.38",-68.30,-0.52,"237,496,192.90"
Manufacturing And Processing,"9,188.75",-71.05,-0.76,"1,097,009,773.60"
Microfinance Index,"4,951.64",-28.40,-0.57,"283,151,094.20"
Mutual Fund,21.28,-0.10,-0.50,"23,397,431.85"
Non Life Insurance,"11,039.39",-70.52,-0.63,"124,254,966.00"
Others Index,"2,353.78",-21.89,-0.92,"401,039,361.00"
Trading Index,"3,807.52",20.92,0.55,"14,246,598.00"
