Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,424.84",50.20,2.11,"9,376,053,220.00"
Sensitive Index,452.06,6.47,1.45,"9,549,320,000.00"
Float Index,165.38,2.93,1.81,"9,294,560,000.00"
Sensitive Float Index,144.35,1.30,0.91,"7,604,360,000.00"
Banking SubIndex,"1,745.42",21.36,1.24,"2,199,060,000.00"
Development Bank Index,"2,576.78",20.81,0.81,"1,558,660,000.00"
Finance Index,"1,170.72",14.15,1.22,"749,716,000.00"
Hotels And Tourism,"2,042.91",24.51,1.21,"33,398,500.00"
HydroPower Index,"1,929.49",51.13,2.72,"964,471,000.00"
Life Insurance,"16,948.65",165.68,0.99,"1,500,480,000.00"
Manufacturing And Processing,"6,020.85",51.56,0.86,"209,765,000.00"
Microfinance Index,"4,110.98",102.53,2.56,"1,249,160,000.00"
Mutual Fund,12.22,0.05,0.38,"33,146,900.00"
Non Life Insurance,"11,706.32",221.61,1.93,"2,820,460,000.00"
Others Index,"1,944.14",104.75,5.69,"984,337,000.00"
Trading Index,"2,894.17",-73.35,-2.47,"19,363,200.00"
