Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,667.97",101.07,3.94,"4,870,715,387.13"
Sensitive Index,509.90,16.37,3.32,"4,575,530,000.00"
Float Index,180.64,6.74,3.88,"4,851,270,000.00"
Sensitive Float Index,159.67,5.17,3.35,"3,243,480,000.00"
Banking SubIndex,"1,719.68",54.71,3.29,"579,448,538.70"
Development Bank Index,"4,652.92",210.56,4.74,"378,498,690.90"
Finance Index,"2,242.83",107.01,5.01,"399,252,143.90"
Hotels And Tourism,"3,115.99",158.69,5.37,"46,411,993.00"
HydroPower Index,"3,195.80",75.65,2.42,"1,277,686,739.00"
Investment,88.50,3.81,4.49,"274,642,930.70"
Life Insurance,"14,213.54",922.16,6.94,"489,637,032.50"
Manufacturing And Processing,"6,448.99",308.06,5.02,"488,334,158.20"
Microfinance Index,"5,097.28",163.78,3.32,"312,015,784.70"
Mutual Fund,15.60,0.17,1.12,"7,513,427.33"
Non Life Insurance,"11,965.61",567.87,4.98,"345,843,527.50"
Others Index,"2,340.59",86.62,3.84,"243,449,614.20"
Trading Index,"2,708.48",113.00,4.35,"16,045,193.00"
