Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,726.33",-15.64,-0.57,"4,728,052,860.97"
Sensitive Index,470.94,-2.74,-0.57,"1,787,331,673.10"
Float Index,186.69,-1.16,-0.62,"4,668,569,233.10"
Sensitive Float Index,161.09,-0.95,-0.58,"1,787,331,673.10"
Banking SubIndex,"1,433.54",-7.94,-0.55,"457,950,331.80"
Development Bank Index,"5,707.51",-49.22,-0.85,"278,900,150.80"
Finance Index,"2,380.33",-18.36,-0.76,"86,465,379.40"
Hotels And Tourism,"6,893.43",-65.00,-0.93,"78,620,070.00"
HydroPower Index,"3,444.27",-32.43,-0.93,"2,008,322,706.10"
Investment,109.01,-0.59,-0.54,"192,744,043.90"
Life Insurance,"12,819.01",-72.59,-0.56,"105,515,903.90"
Manufacturing And Processing,"7,455.84",-30.10,-0.40,"303,065,476.40"
Microfinance Index,"5,031.50",-35.14,-0.69,"414,018,960.70"
Mutual Fund,20.38,0.04,0.22,"13,243,439.28"
Non Life Insurance,"12,279.72",-49.29,-0.39,"106,996,276.60"
Others Index,"2,658.00",-7.28,-0.27,"623,171,251.50"
Trading Index,"4,023.61",3.18,0.07,"12,798,682.00"
