Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,027.19",4.55,0.22,"2,525,071,806.13"
Sensitive Index,383.85,-0.51,-0.13,"917,692,054.50"
Float Index,142.31,0.24,0.17,"2,502,391,805.20"
Sensitive Float Index,128.48,-0.32,-0.25,"907,662,410.80"
Banking SubIndex,"1,322.94",-11.57,-0.87,"314,820,335.10"
Development Bank Index,"3,667.33",30.20,0.83,"119,764,668.60"
Finance Index,"1,723.61",23.90,1.41,"125,052,873.00"
Hotels And Tourism,"3,164.01",72.21,2.34,"25,001,956.30"
HydroPower Index,"2,575.34",18.88,0.74,"808,044,967.70"
Investment,65.23,0.39,0.60,"93,830,573.90"
Life Insurance,"10,190.48",-13.96,-0.14,"138,142,102.00"
Manufacturing And Processing,"4,932.52",-14.85,-0.30,"142,722,399.00"
Microfinance Index,"4,015.46",108.45,2.78,"561,995,729.80"
Mutual Fund,14.11,-0.01,-0.09,"3,798,808.69"
Non Life Insurance,"8,905.92",27.59,0.31,"106,851,837.70"
Others Index,"1,466.59",3.04,0.21,"59,086,862.10"
Trading Index,"2,155.48",-30.50,-1.40,"7,077,500.00"
