Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,585.87",1.37,0.05,"3,224,664,663.45"
Sensitive Index,448.53,0.94,0.21,"1,250,067,861.10"
Float Index,177.03,0.17,0.10,"3,194,128,898.80"
Sensitive Float Index,152.09,0.46,0.30,"1,250,067,861.10"
Banking SubIndex,"1,349.94",7.10,0.52,"300,676,926.50"
Development Bank Index,"5,308.77",-45.96,-0.85,"206,995,496.50"
Finance Index,"2,260.93",-12.72,-0.55,"220,953,384.90"
Hotels And Tourism,"6,801.23",25.05,0.36,"61,152,238.70"
HydroPower Index,"3,292.94",-9.74,-0.29,"1,294,522,870.10"
Investment,100.50,-0.04,-0.04,"98,552,857.00"
Life Insurance,"12,824.59",-9.81,-0.07,"199,803,707.30"
Manufacturing And Processing,"8,286.66",9.54,0.11,"301,745,055.10"
Microfinance Index,"4,845.58",-7.82,-0.16,"281,340,655.90"
Mutual Fund,20.33,0.09,0.45,"4,928,377.25"
Non Life Insurance,"10,794.83",93.51,0.87,"63,961,439.60"
Others Index,"2,316.89",-6.53,-0.28,"155,375,668.40"
Trading Index,"3,783.38",10.28,0.27,"9,048,598.80"
