Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,313.04",-64.14,-4.66,"2,101,417,292.00"
Sensitive Index,282.62,-12.88,-4.36,"2,186,430,000.00"
Float Index,93.16,-4.62,-4.72,"2,045,610,000.00"
Sensitive Float Index,93.47,-4.66,-4.75,"1,876,800,000.00"
Banking SubIndex,"1,154.61",-57.00,-4.70,"866,548,000.00"
Development Bank Index,"1,776.79",-62.86,-3.42,"435,878,000.00"
Finance Index,664.97,-22.20,-3.23,"213,406,000.00"
Hotels And Tourism,"1,596.17",-52.48,-3.18,"8,349,420.00"
HydroPower Index,947.99,-32.87,-3.35,"70,207,200.00"
Life Insurance,"7,275.44",-621.88,-7.87,"316,615,000.00"
Manufacturing And Processing,"2,683.09",-80.23,-2.90,"131,793,000.00"
Microfinance Index,"2,136.32",-93.42,-4.19,"306,064,000.00"
Mutual Fund,9.78,-0.31,-3.07,"1,554,730.00"
Non Life Insurance,"5,590.41",-416.73,-6.94,"467,364,000.00"
Others Index,682.71,-18.23,-2.60,"39,516,500.00"
Trading Index,798.26,-43.79,-5.20,"31,657,100.00"
