Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,936.83",25.57,1.34,"1,715,419,286.41"
Sensitive Index,381.06,4.49,1.19,"747,784,748.10"
Float Index,135.46,1.80,1.35,"1,698,166,340.30"
Sensitive Float Index,124.65,1.80,1.46,"745,103,370.00"
Banking SubIndex,"1,357.92",12.27,0.91,"140,390,500.50"
Development Bank Index,"3,462.55",64.91,1.91,"126,118,687.50"
Finance Index,"1,595.86",37.25,2.39,"112,980,546.60"
Hotels And Tourism,"2,717.64",9.45,0.35,"13,320,926.30"
HydroPower Index,"2,029.25",61.69,3.14,"572,284,260.60"
Investment,57.84,0.69,1.21,"54,832,539.30"
Life Insurance,"9,077.04",56.74,0.63,"85,407,967.60"
Manufacturing And Processing,"5,108.40",102.90,2.06,"245,877,741.40"
Microfinance Index,"4,263.79",38.40,0.91,"260,629,881.20"
Mutual Fund,13.56,0.22,1.67,"2,358,328.17"
Non Life Insurance,"7,675.99",102.17,1.35,"25,700,830.80"
Others Index,"1,461.76",22.69,1.58,"55,111,448.30"
Trading Index,"1,826.70",40.28,2.25,"5,511,010.20"
