Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,648.90",10.30,0.39,"4,451,149,080.40"
Sensitive Index,454.57,1.20,0.26,"1,481,766,165.00"
Float Index,182.42,0.85,0.47,"4,372,649,922.80"
Sensitive Float Index,155.03,0.44,0.28,"1,481,766,165.00"
Banking SubIndex,"1,361.79",3.11,0.22,"260,708,251.50"
Development Bank Index,"5,648.16",11.98,0.21,"193,484,099.70"
Finance Index,"2,426.97",-6.82,-0.28,"147,681,990.70"
Hotels And Tourism,"7,236.10",34.14,0.47,"126,371,663.60"
HydroPower Index,"3,483.85",13.60,0.39,"2,356,073,212.80"
Investment,103.68,0.33,0.32,"139,249,793.20"
Life Insurance,"12,832.74",225.81,1.79,"208,608,825.80"
Manufacturing And Processing,"9,218.95",75.95,0.83,"501,839,166.90"
Microfinance Index,"4,850.94",7.34,0.15,"164,304,200.70"
Mutual Fund,21.23,0.00,-0.02,"6,535,508.41"
Non Life Insurance,"10,863.19",21.31,0.19,"87,250,486.60"
Others Index,"2,300.52",8.22,0.35,"128,266,742.90"
Trading Index,"3,623.59",-34.63,-0.94,"58,811,488.40"
