Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,796.43",7.73,0.27,"4,748,809,127.76"
Sensitive Index,469.72,1.64,0.35,"1,223,770,249.40"
Float Index,189.13,0.75,0.40,"4,648,919,043.70"
Sensitive Float Index,158.73,0.61,0.39,"1,223,770,249.40"
Banking SubIndex,"1,456.75",9.93,0.68,"378,271,669.20"
Development Bank Index,"6,048.34",68.26,1.14,"442,211,369.60"
Finance Index,"2,391.31",10.51,0.44,"82,351,345.80"
Hotels And Tourism,"8,246.77",79.39,0.97,"178,167,497.70"
HydroPower Index,"3,991.88",-7.79,-0.19,"2,092,107,454.50"
Investment,103.94,-0.30,-0.28,"172,335,213.00"
Life Insurance,"12,560.48",16.85,0.13,"117,738,937.30"
Manufacturing And Processing,"11,881.08",178.89,1.52,"715,620,334.90"
Microfinance Index,"4,839.84",14.28,0.29,"157,489,833.60"
Mutual Fund,21.79,-0.01,-0.07,"17,414,176.86"
Non Life Insurance,"10,898.21",16.36,0.15,"17,414,176.86"
Others Index,"2,003.46",-8.96,-0.44,"249,428,258.10"
Trading Index,"3,768.54",-53.40,-1.39,"28,336,262.10"
