Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,560.83",-4.73,-0.30,"1,690,154,525.00"
Sensitive Index,309.60,-0.87,-0.28,"1,725,240,000.00"
Float Index,108.40,-0.31,-0.28,"1,659,550,000.00"
Sensitive Float Index,101.83,-0.34,-0.33,"1,329,140,000.00"
Banking SubIndex,"1,254.61",-4.03,-0.32,"512,252,000.00"
Development Bank Index,"1,847.54",2.24,0.12,"180,250,000.00"
Finance Index,778.56,11.41,1.49,"196,733,000.00"
Hotels And Tourism,"1,766.16",-19.39,-1.09,"8,704,530.00"
HydroPower Index,"1,280.38",-2.91,-0.23,"392,208,000.00"
Life Insurance,"9,560.45",-52.91,-0.55,"125,028,000.00"
Manufacturing And Processing,"2,990.64",-19.64,-0.65,"45,136,600.00"
Microfinance Index,"2,556.49",-7.61,-0.30,"123,710,000.00"
Mutual Fund,10.67,-0.05,-0.48,"8,605,940.00"
Non Life Insurance,"7,808.17",-49.83,-0.63,"267,459,000.00"
Others Index,"1,016.34",-0.10,-0.01,"126,823,000.00"
Trading Index,"1,072.88",-14.69,-1.35,"2,472,420.00"
